;;;;;;;;;;;;;
RANDN;330,961212;290,4255363;0,139573387;50;4,597117;TSEARCH ;100;1000000;100;-1;;x1;
RANDN;351,038309;290,4255363;0,208703317;50;4,306969;TSEARCH DynamicTL;100;1000000;1000;10;;x10;
RANDN;332,851836;290,4255363;0,146083228;50;4,326128;TSEARCH DynamicTL;100;1000000;10000;10;;x100;
RANDN;328,681385;290,4255363;0,131723433;50;4,520678;TSEARCH PRECOMPandOPT;100;1000000;100;-1;;;
RANDN;316,596386;290,4255363;0,090112082;50;4,333941;TSEARCH PRECOMPandOPTDynamicTL;100;1000000;1000;10;;;
RANDN;346,512342;290,4255363;0,193119401;50;4,410258;TSEARCH PRECOMPandOPTDynamicTL;100;1000000;10000;10;;;
;;;;;;;;;;;;;
RANDN;337,676219;290,4255363;0,162694656;50;4,952924;TSEARCH ;10000;1000000;10000;-1;;;
RANDN;350,532478;290,4255363;0,206961628;50;4,241682;TSEARCH DynamicTL;10000;1000000;100000;100;;;
RANDN;314,036189;290,4255363;0,081296752;50;4,29737;TSEARCH DynamicTL;10000;1000000;1000000;100;;;
RANDN;346,512342;290,4255363;0,193119401;50;4,381635;TSEARCH PRECOMPandOPT;10000;1000000;10000;-1;;;
RANDN;337,085406;290,4255363;0,160660355;50;4,345581;TSEARCH PRECOMPandOPTDynamicTL;10000;1000000;100000;100;;;
RANDN;293,053612;290,4255363;0,009049052;50;4,217471;TSEARCH PRECOMPandOPTDynamicTL;10000;1000000;1000000;100;;;
;;;;;;;;;;;;;
RANDN;307,497586;290,4255363;0,058782881;50;4,39162;TSEARCH ;1000000;1000000;1000000;-1;;;
RANDN;316,154132;290,4255363;0,088589303;50;42,466397;TSEARCH DynamicTL;1000000;1000000;10000000;1000;;;
RANDN;315,864562;290,4255363;0,087592248;50;428,047276;TSEARCH DynamicTL;1000000;1000000;100000000;1000;;;
RANDN;293,053612;290,4255363;0,009049052;50;4,415221;TSEARCH PRECOMPandOPT;1000000;1000000;1000000;-1;;;
RANDN;293,053612;290,4255363;0,009049052;50;42,318027;TSEARCH PRECOMPandOPTDynamicTL;1000000;1000000;10000000;1000;;;
RANDN;293,053612;290,4255363;0,009049052;50;428,71697;TSEARCH PRECOMPandOPTDynamicTL;1000000;1000000;100000000;1000;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
GRID;62,834472;50;0,25668944;50;5,451825;TSEARCH ;100;1000000;100;-1;;;
GRID;51,414214;50;0,02828428;50;4,959089;TSEARCH DynamicTL;100;1000000;1000;10;;;
GRID;52,828427;50;0,05656854;50;5,028813;TSEARCH DynamicTL;100;1000000;10000;10;;;
GRID;62,614272;50;0,25228544;50;4,528841;TSEARCH PRECOMPandOPT;100;1000000;100;-1;;;
GRID;52,064495;50;0,0412899;50;5,168934;TSEARCH PRECOMPandOPTDynamicTL;100;1000000;1000;10;;;
GRID;52,064495;50;0,0412899;50;5,051625;TSEARCH PRECOMPandOPTDynamicTL;100;1000000;10000;10;;;
;;;;;;;;;;;;;
GRID;60,426831;50;0,20853662;50;4,288263;TSEARCH ;10000;1000000;10000;-1;;;
GRID;60,678767;50;0,21357534;50;4,50335;TSEARCH DynamicTL;10000;1000000;100000;100;;;
GRID;60,908262;50;0,21816524;50;4,462705;TSEARCH DynamicTL;10000;1000000;1000000;100;;;
GRID;61,378204;50;0,22756408;50;5,309422;TSEARCH PRECOMPandOPT;10000;1000000;10000;-1;;;
GRID;62,614272;50;0,25228544;50;4,51995;TSEARCH PRECOMPandOPTDynamicTL;10000;1000000;100000;100;;;
GRID;62,614272;50;0,25228544;50;4,484508;TSEARCH PRECOMPandOPTDynamicTL;10000;1000000;1000000;100;;;
;;;;;;;;;;;;;
GRID;51,656854;50;0,03313708;50;4,2625;TSEARCH ;1000000;1000000;1000000;-1;;;
GRID;59,021912;50;0,18043824;50;4,815166;TSEARCH DynamicTL;1000000;1000000;10000000;1000;;;
GRID;60,284271;50;0,20568542;50;4,316923;TSEARCH DynamicTL;1000000;1000000;100000000;1000;;;
GRID;53,721349;50;0,07442698;50;4,242102;TSEARCH PRECOMPandOPT;1000000;1000000;1000000;-1;;;
GRID;62,09298;50;0,2418596;50;4,40502;TSEARCH PRECOMPandOPTDynamicTL;1000000;1000000;10000000;1000;;;
GRID;62,09298;50;0,2418596;50;4,323541;TSEARCH PRECOMPandOPTDynamicTL;1000000;1000000;100000000;1000;;;
;;;;;;;;;;;;;
