GRID;Solution;1602;Problem size;5;Time;0,000003;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;2418;Problem size;10;Time;0,000006;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;5630;Problem size;15;Time;0,000012;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;10450;Problem size;20;Time;0,000017;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;19290;Problem size;25;Time;0,000033;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;30496;Problem size;30;Time;0,000028;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;62494;Problem size;35;Time;0,000036;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;52992;Problem size;40;Time;0,000042;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;114648;Problem size;45;Time;0,000052;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;126050;Problem size;50;Time;0,000059;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;105232;Problem size;55;Time;0,000075;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;181998;Problem size;60;Time;0,000087;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;175636;Problem size;65;Time;0,000098;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;222258;Problem size;70;Time;0,000133;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;331990;Problem size;75;Time;0,000123;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;345686;Problem size;80;Time;0,000141;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;294030;Problem size;85;Time;0,000157;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;460684;Problem size;90;Time;0,000167;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;494018;Problem size;95;Time;0,00018;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;479224;Problem size;100;Time;0,000211;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;603452;Problem size;105;Time;0,000219;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;661118;Problem size;110;Time;0,000238;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;705984;Problem size;115;Time;0,000265;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;881286;Problem size;120;Time;0,000281;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;755134;Problem size;125;Time;0,000312;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;1157840;Problem size;130;Time;0,000347;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;988140;Problem size;135;Time;0,000407;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;1213358;Problem size;140;Time;0,0004;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;1170392;Problem size;145;Time;0,000383;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;1209616;Problem size;150;Time;0,00043;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;1472220;Problem size;155;Time;0,000493;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;1400014;Problem size;160;Time;0,000481;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;1882696;Problem size;165;Time;0,000507;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;1484588;Problem size;170;Time;0,000552;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;1661234;Problem size;175;Time;0,000592;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;1928000;Problem size;180;Time;0,000607;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;2126260;Problem size;185;Time;0,00065;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;2340772;Problem size;190;Time;0,000765;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;2367202;Problem size;195;Time;0,000719;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;2311646;Problem size;200;Time;0,000773;TSEARCH; ListLenght;10000; MaxIter;500000
GRID;Solution;1602;Problem size;5;Time;0,000004;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;2418;Problem size;10;Time;0,000006;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;5630;Problem size;15;Time;0,000011;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;10450;Problem size;20;Time;0,000018;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;19290;Problem size;25;Time;0,000023;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;30496;Problem size;30;Time;0,000027;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;62494;Problem size;35;Time;0,000035;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;52992;Problem size;40;Time;0,00004;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;114648;Problem size;45;Time;0,000054;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;126050;Problem size;50;Time;0,000059;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;105232;Problem size;55;Time;0,000071;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;181998;Problem size;60;Time;0,000087;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;175636;Problem size;65;Time;0,000099;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;222258;Problem size;70;Time;0,000113;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;331990;Problem size;75;Time;0,000129;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;345686;Problem size;80;Time;0,000142;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;294030;Problem size;85;Time;0,000446;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;460684;Problem size;90;Time;0,000231;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;494018;Problem size;95;Time;0,000192;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;479224;Problem size;100;Time;0,00022;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;603452;Problem size;105;Time;0,000225;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;661118;Problem size;110;Time;0,000238;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;705984;Problem size;115;Time;0,000263;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;881286;Problem size;120;Time;0,000294;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;755134;Problem size;125;Time;0,000318;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;1157840;Problem size;130;Time;0,000443;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;988140;Problem size;135;Time;0,000388;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;1213358;Problem size;140;Time;0,000387;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;1170392;Problem size;145;Time;0,000834;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;1209616;Problem size;150;Time;0,00047;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;1472220;Problem size;155;Time;0,000504;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;1400014;Problem size;160;Time;0,000535;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;1882696;Problem size;165;Time;0,000545;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;1484588;Problem size;170;Time;0,000593;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;1661234;Problem size;175;Time;0,00061;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;1928000;Problem size;180;Time;0,000616;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;2126260;Problem size;185;Time;0,000709;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;2340772;Problem size;190;Time;0,005846;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;2367202;Problem size;195;Time;0,00076;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;2311646;Problem size;200;Time;0,000908;TSEARCH; ListLenght;10000; MaxIter;1000000
GRID;Solution;1602;Problem size;5;Time;0,000003;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;2418;Problem size;10;Time;0,000006;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;5630;Problem size;15;Time;0,000013;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;10450;Problem size;20;Time;0,000018;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;19290;Problem size;25;Time;0,000024;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;30496;Problem size;30;Time;0,000028;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;62494;Problem size;35;Time;0,000036;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;52992;Problem size;40;Time;0,000043;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;114648;Problem size;45;Time;0,000052;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;126050;Problem size;50;Time;0,000064;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;105232;Problem size;55;Time;0,000197;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;181998;Problem size;60;Time;0,00015;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;175636;Problem size;65;Time;0,000117;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;222258;Problem size;70;Time;0,000106;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;331990;Problem size;75;Time;0,000123;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;345686;Problem size;80;Time;0,000175;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;294030;Problem size;85;Time;0,000184;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;460684;Problem size;90;Time;0,000165;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;494018;Problem size;95;Time;0,0002;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;479224;Problem size;100;Time;0,000216;TSEARCH; ListLenght;10000; MaxIter;1500000
GRID;Solution;603452;Problem size;105;Time;0,000242;TSEARCH; ListLenght;10000; MaxIter;1500000
