Solution;6.000000;Problem size; 5;Time; 0.000241
Solution;22.000000;Problem size; 10;Time; 0.001087
Solution;44.000000;Problem size; 15;Time; 0.002068
Solution;84.000000;Problem size; 20;Time; 0.004085
Solution;156.000000;Problem size; 25;Time; 0.003670
Solution;148.000000;Problem size; 30;Time; 0.008279
Solution;282.000000;Problem size; 35;Time; 0.009306
Solution;340.000000;Problem size; 40;Time; 0.010925
Solution;470.000000;Problem size; 45;Time; 0.018200
Solution;662.000000;Problem size; 50;Time; 0.017106
Solution;762.000000;Problem size; 55;Time; 0.022081
Solution;824.000000;Problem size; 60;Time; 0.022661
Solution;1070.000000;Problem size; 65;Time; 0.027564
Solution;1206.000000;Problem size; 70;Time; 0.032666
Solution;1454.000000;Problem size; 75;Time; 0.052366
Solution;2024.000000;Problem size; 80;Time; 0.039721
Solution;2154.000000;Problem size; 85;Time; 0.051351
Solution;2300.000000;Problem size; 90;Time; 0.053616
Solution;2366.000000;Problem size; 95;Time; 0.057225
Solution;2850.000000;Problem size; 100;Time; 0.069269
Solution;3536.000000;Problem size; 105;Time; 0.071271
Solution;3220.000000;Problem size; 110;Time; 0.083836
Solution;3372.000000;Problem size; 115;Time; 0.136063
Solution;3794.000000;Problem size; 120;Time; 0.102295
Solution;4492.000000;Problem size; 125;Time; 0.097918
Solution;4712.000000;Problem size; 130;Time; 0.120724
Solution;5134.000000;Problem size; 135;Time; 0.134600
Solution;6112.000000;Problem size; 140;Time; 0.130728
Solution;6110.000000;Problem size; 145;Time; 0.138225
Solution;5954.000000;Problem size; 150;Time; 0.150517
Solution;6560.000000;Problem size; 155;Time; 0.150859
Solution;7888.000000;Problem size; 160;Time; 0.188179
Solution;8114.000000;Problem size; 165;Time; 0.186305
Solution;8168.000000;Problem size; 170;Time; 0.178415
Solution;7996.000000;Problem size; 175;Time; 0.193891
Solution;9604.000000;Problem size; 180;Time; 0.197149
Solution;10316.000000;Problem size; 185;Time; 0.205452
Solution;10200.000000;Problem size; 190;Time; 0.246137
Solution;11442.000000;Problem size; 195;Time; 0.237417
Solution;11974.000000;Problem size; 200;Time; 0.261480
Solution;10.000000;Problem size; 5;Time; 0.000045
Solution;32.000000;Problem size; 10;Time; 0.000167
Solution;86.000000;Problem size; 15;Time; 0.000386
Solution;138.000000;Problem size; 20;Time; 0.000409
Solution;202.000000;Problem size; 25;Time; 0.000594
Solution;302.000000;Problem size; 30;Time; 0.000840
Solution;416.000000;Problem size; 35;Time; 0.001127
Solution;588.000000;Problem size; 40;Time; 0.001838
Solution;730.000000;Problem size; 45;Time; 0.003014
Solution;798.000000;Problem size; 50;Time; 0.002261
Solution;1086.000000;Problem size; 55;Time; 0.004327
Solution;1188.000000;Problem size; 60;Time; 0.003661
Solution;1502.000000;Problem size; 65;Time; 0.004067
Solution;1440.000000;Problem size; 70;Time; 0.004486
Solution;1828.000000;Problem size; 75;Time; 0.004993
Solution;2222.000000;Problem size; 80;Time; 0.006632
Solution;2328.000000;Problem size; 85;Time; 0.006792
Solution;2538.000000;Problem size; 90;Time; 0.009286
Solution;2610.000000;Problem size; 95;Time; 0.009031
Solution;3324.000000;Problem size; 100;Time; 0.010009
Solution;3592.000000;Problem size; 105;Time; 0.010092
Solution;3862.000000;Problem size; 110;Time; 0.010666
Solution;4626.000000;Problem size; 115;Time; 0.014101
Solution;4546.000000;Problem size; 120;Time; 0.013709
Solution;4792.000000;Problem size; 125;Time; 0.015490
Solution;5264.000000;Problem size; 130;Time; 0.018086
Solution;6066.000000;Problem size; 135;Time; 0.017969
Solution;6516.000000;Problem size; 140;Time; 0.020156
Solution;6486.000000;Problem size; 145;Time; 0.019147
Solution;6854.000000;Problem size; 150;Time; 0.041568
Solution;7502.000000;Problem size; 155;Time; 0.026453
Solution;7872.000000;Problem size; 160;Time; 0.023928
Solution;8378.000000;Problem size; 165;Time; 0.027139
Solution;9110.000000;Problem size; 170;Time; 0.026351
Solution;10138.000000;Problem size; 175;Time; 0.029589
Solution;9714.000000;Problem size; 180;Time; 0.032552
Solution;11640.000000;Problem size; 185;Time; 0.037131
Solution;12694.000000;Problem size; 190;Time; 0.042081
Solution;12332.000000;Problem size; 195;Time; 0.038506
Solution;12868.000000;Problem size; 200;Time; 0.038645
