GRID;Solution;2404;Problem size;5;Time;0,000002;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;2416;Problem size;10;Time;0,000005;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;6412;Problem size;15;Time;0,000012;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;12858;Problem size;20;Time;0,000018;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;8116;Problem size;25;Time;0,000024;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;32894;Problem size;30;Time;0,000031;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;48946;Problem size;35;Time;0,000038;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;70658;Problem size;40;Time;0,000045;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;117848;Problem size;45;Time;0,000056;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;120368;Problem size;50;Time;0,000068;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;118056;Problem size;55;Time;0,000074;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;178818;Problem size;60;Time;0,000091;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;194434;Problem size;65;Time;0,000099;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;238296;Problem size;70;Time;0,000112;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;324936;Problem size;75;Time;0,000128;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;344970;Problem size;80;Time;0,000141;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;430000;Problem size;85;Time;0,000162;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;443636;Problem size;90;Time;0,000168;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;571676;Problem size;95;Time;0,000213;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;567866;Problem size;100;Time;0,000217;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;636188;Problem size;105;Time;0,00023;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;675198;Problem size;110;Time;0,000267;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;809068;Problem size;115;Time;0,000278;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;915448;Problem size;120;Time;0,000287;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
GRID;Solution;710860;Problem size;125;Time;0,000315;TSEARCH; ListLenght;200; MaxIter;1000;;;;;;
